#vnum	name	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	g1	g2	g3	g4	g5	g6	g7	g8	g9	g10	p
77	 화염폭 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
78	 무영진 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
79	 흑신수호 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
80	 투속마령 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
81	 마환격 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
91	 비파부 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
92	 용파산 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
93	 패룡폭 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
94	 호신 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
95	 반사 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
96	 기천대공 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
106	 뇌전령 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
107	 벼락 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
108	 폭뢰격 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
109	 정업인 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
110	 쾌속 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
111	 증력술 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
121	 통솔력 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
122	 연계기 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
124	 채광술 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
125	 변신 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
126	 신수어 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
127	 천조어 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
128	 진노어 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
130	 승마 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
131	 말소환 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
137	 난무 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
138	 돌격 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
139	 탈출 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
140	 난무(활) 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
151	 용안 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
152	 용신의피 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
153	 용신의축복 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
154	 성휘갑 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
155	 가속화 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
156	 용신의분노 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
157	 주문술 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
158	 길드이동 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
159	 공간의문 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
160	 가속화 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
161	 공간의문 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
162	 공간이동 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
256	 CRUSH200스킬 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
257	 일반범위350스킬 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
258	 CRUSH300스킬 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
259	 일반범위200스킬 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
260	 CURSH400스킬 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
261	 독250스킬 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
262	 SLOW300스킬 	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150

