111	"???"	"S_PAWN"	"MONSTER"	"POWER"	15			0	"ANIMAL"		0	"bear"	0	14	17	34	6	44	53	572	6	7	2660	3990	972	19	100	100	40	2000	175	30071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	"???"	"PAWN"	"MONSTER"	"SPECIAL"	19			0	"ANIMAL"		0	"bear"	0	36	14	21	7	50	62	624	6	7	2135	3220	1701	24	100	100	40	2000	175	30053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	"??"	"S_PAWN"	"MONSTER"	"SPECIAL"	21			0	"ANIMAL"		0	"bear"	0	35	15	23	8	54	66	845	6	12	3500	5250	2254	26	100	100	40	2000	175	30072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	"???"	"PAWN"	"MONSTER"	"SPECIAL"	18			0	"ANIMAL"		0	"tiger"	0	18	20	27	7	49	60	585	6	12	2065	3080	1613	22	100	100	50	2000	175	30038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	"??"	"S_PAWN"	"MONSTER"	"SPECIAL"	24		"AGGR"	0	"ANIMAL"		0	"tiger"	0	25	17	45	9	59	72	1007	10	22	3920	5880	2572	29	100	130	50	2000	175	30023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	"???? ??"	"KNIGHT"	"MONSTER"	"MELEE"	8		"AGGR"	0	"ANIMAL"	"CURSE"	0	"wolf"	0	16	16	31	8	32	39	435	6	7	2100	3185	875	12	100	120	100	2000	175	30028	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	"???? ????"	"S_KNIGHT"	"MONSTER"	"MELEE"	9		"AGGR"	0	"ANIMAL"	"CURSE"	0	"wolf"	0	23	24	31	8	33	41	743	6	7	2800	4235	1962	13	100	120	100	2000	175	30069	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	"???? ????"	"KNIGHT"	"MONSTER"	"MELEE"	11		"AGGR"	0	"ANIMAL"	"CURSE"	0	"wolf"	0	16	16	32	8	37	45	564	6	7	2695	4060	1193	15	100	120	100	2000	175	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	"???? ?? ????"	"S_KNIGHT"	"MONSTER"	"MELEE"	14		"AGGR"	0	"ANIMAL"	"CURSE"	0	"wolf"	0	24	33	32	8	42	51	1110	6	7	4060	6125	3023	18	100	120	100	2000	175	30027	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	"???? ????"	"KNIGHT"	"MONSTER"	"MELEE"	18		"AGGR"	0	"ANIMAL"	"CURSE"	0	"wolf"	0	17	25	25	8	49	60	936	6	7	4060	6125	1935	22	100	120	100	2000	175	30070	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	"???? ?? ????"	"S_KNIGHT"	"MONSTER"	"MELEE"	21		"AGGR"	0	"ANIMAL"	"CURSE"	0	"wolf"	0	33	17	17	8	42	78	1761	6	12	5845	8750	4508	26	100	120	100	2000	175	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	"???? ???"	"KNIGHT"	"MONSTER"	"MELEE"	12		"AGGR"	0	"ANIMAL"	"CURSE"	0	"wild_boar"	0	35	17	26	9	30	56	610	6	7	2905	4340	1299	16	100	120	100	2000	175	30004	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	"???? ?? ???"	"S_KNIGHT"	"MONSTER"	"MELEE"	15		"AGGR"	0	"ANIMAL"	"CURSE"	0	"wild_boar"	0	35	18	26	9	44	53	1192	6	7	4340	6510	3235	19	100	120	100	2000	175	30003	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	"???? ?"	"KNIGHT"	"MONSTER"	"MELEE"	17		"AGGR"	0	"ANIMAL"	"CURSE"	0	"bear"	0	36	18	27	9	37	68	875	6	7	3885	5810	1829	21	100	120	100	2000	175	30010	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	"???? ???"	"S_KNIGHT"	"MONSTER"	"POWER"	20		"AGGR"	0	"ANIMAL"	"CURSE"	0	"bear"	0	36	19	27	9	52	64	1659	6	7	5600	8400	4296	25	100	120	100	2000	175	30071	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	"???? ???"	"KNIGHT"	"MONSTER"	"POWER"	24		"AGGR"	0	"ANIMAL"	"CURSE"	0	"bear"	0	37	19	28	9	46	85	1342	6	7	5250	7875	2572	29	100	120	100	2000	175	30053	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	"???? ??"	"S_KNIGHT"	"MONSTER"	"POWER"	26		"AGGR"	0	"ANIMAL"	"CURSE"	0	"bear"	0	37	19	28	9	62	76	2342	4	12	7105	10640	5569	31	100	120	100	2000	175	30072	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	"???? ???"	"KNIGHT"	"MONSTER"	"SPECIAL"	24		"AGGR"	0	"ANIMAL"	"CURSE"	0	"tiger"	0	28	38	19	9	52	79	1342	6	12	5250	7875	2572	29	100	120	100	2000	175	30038	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	"???? ??"	"S_KNIGHT"	"MONSTER"	"SPECIAL"	29		"AGGR"	0	"ANIMAL"	"CURSE"	0	"tiger"	0	39	30	20	10	53	98	2685	9	22	7840	11795	6205	34	100	120	100	2000	175	30023	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	"?? ???? ??"	"S_KNIGHT"	"MONSTER"	"MELEE"	9			0	"ANIMAL"		0	"wolf"	0	14	8	16	4	33	41	450	6	5	1750	3500	442	15	80	100	25	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152	"?? ???? ??"	"S_KNIGHT"	"MONSTER"	"MELEE"	16			0	"ANIMAL"		0	"wolf"	0	23	24	12	6	45	55	800	8	10	3500	5250	884	25	80	130	25	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	"?? ??? ??"	"S_KNIGHT"	"MONSTER"	"MELEE"	10			0	"ANIMAL"		0	"wild_boar"	0	22	9	13	4	35	43	600	6	5	2100	4900	530	15	80	100	30	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	"?? ??"	"S_KNIGHT"	"MONSTER"	"SPECIAL"	21			0	"ANIMAL"		0	"bear"	0	35	15	23	8	54	66	1000	8	10	5250	7000	972	26	100	100	40	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	"?? ??"	"S_KNIGHT"	"MONSTER"	"SPECIAL"	24		"AGGR"	0	"ANIMAL"		0	"tiger"	0	25	17	45	9	59	72	1200	15	20	5250	7700	1105	29	100	130	50	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	"??? ??"	"PAWN"	"MONSTER"	"MELEE"	1			0	"ANIMAL"		0	"stray_dog"	0	3	6	5	2	24	29	101	6	7	630	945	48	4	100	100	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	"??? ??"	"PAWN"	"MONSTER"	"MELEE"	3			0	"ANIMAL"		0	"wolf"	0	4	9	7	2	28	34	129	6	7	805	1190	119	6	100	100	25	2000	175	30028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	"??? ????"	"PAWN"	"MONSTER"	"MELEE"	4			0	"ANIMAL"		0	"wolf"	0	8	5	10	3	30	36	145	6	7	875	1330	159	7	100	130	25	2000	175	30069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	"??? ????"	"PAWN"	"MONSTER"	"MELEE"	6			0	"ANIMAL"		0	"wolf"	0	9	12	6	3	30	46	180	6	7	1050	1575	234	9	100	100	25	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	"??? ?? ????"	"PAWN"	"MONSTER"	"MELEE"	9			0	"ANIMAL"		0	"wolf"	0	14	8	16	4	40	49	238	6	7	1295	1960	344	13	80	100	25	2000	175	30027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	"??? ????"	"PAWN"	"MONSTER"	"MELEE"	13			0	"ANIMAL"		0	"wolf"	0	21	21	10	5	48	59	329	6	7	1645	2450	490	17	100	100	25	2000	175	30070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	"??? ?? ????"	"S_PAWN"	"MONSTER"	"MELEE"	16			0	"ANIMAL"		0	"wolf"	0	23	24	12	6	54	66	491	6	12	2800	4200	724	20	80	130	25	2000	175	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	1.4	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	"??? ???"	"PAWN"	"MONSTER"	"MELEE"	7			0	"ANIMAL"		0	"wild_boar"	0	14	7	10	3	36	44	198	6	7	1120	1715	269	11	80	100	30	2000	175	30004	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	"??? ?? ???"	"S_PAWN"	"MONSTER"	"MELEE"	10			0	"ANIMAL"		0	"wild_boar"	0	22	9	13	4	42	52	311	3	7	1960	2940	455	14	80	100	30	2000	175	30003	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	1.4	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	"??? ?"	"PAWN"	"MONSTER"	"SPECIAL"	12			0	"ANIMAL"		0	"bear"	0	20	10	20	5	47	56	305	6	7	1540	2345	455	16	100	70	40	2000	175	30010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	"??? ???"	"S_PAWN"	"MONSTER"	"POWER"	15			0	"ANIMAL"		0	"bear"	0	14	17	34	6	53	64	458	6	7	2660	3990	680	19	100	100	40	2000	175	30071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1.4	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	"??? ???"	"PAWN"	"MONSTER"	"SPECIAL"	19			0	"ANIMAL"		0	"bear"	0	36	14	21	7	60	74	499	6	7	2135	3220	1193	24	100	100	40	2000	175	30053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	"??? ??"	"S_PAWN"	"MONSTER"	"SPECIAL"	21			0	"ANIMAL"		0	"bear"	0	35	15	23	8	65	79	676	6	12	3500	5250	1577	26	100	100	40	2000	175	30072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1.4	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	"??? ???"	"PAWN"	"MONSTER"	"SPECIAL"	18			0	"ANIMAL"		0	"tiger"	0	18	20	27	7	59	72	468	6	12	2065	3080	1131	22	100	100	50	2000	175	30038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	"??? ??"	"S_PAWN"	"MONSTER"	"SPECIAL"	24		"AGGR"	0	"ANIMAL"		0	"tiger"	0	25	17	45	9	71	86	805	10	22	3920	5880	1798	29	100	130	50	2000	175	30023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1.4	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	"???"	"BOSS"	"MONSTER"	"MELEE"	30			0	"ANIMAL"	"STUN,SLOW,CURSE,TERROR"	0	"mountain_dog_god"	0	39	20	30	10	52	96	2940	4	12	0	10000	10696	35	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
192	"??"	"BOSS"	"MONSTER"	"MELEE"	31			0	"ANIMAL"	"STUN,SLOW,CURSE,TERROR"	0	"wild_boar_god"	0	30	20	41	10	68	84	3069	14	17	0	10000	11050	37	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
193	"??"	"BOSS"	"MONSTER"	"POWER"	33			0	"ANIMAL"	"STUN,SLOW,CURSE,TERROR"	0	"bear"	0	32	22	43	11	72	88	3385	19	22	0	10000	11757	39	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
194	"??"	"BOSS"	"MONSTER"	"SPECIAL"	35			0	"ANIMAL"	"STUN,SLOW,CURSE,TERROR"	0	"tiger"	0	23	45	34	11	67	100	3616	24	27	0	10000	12464	41	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0
301	"????"	"PAWN"	"MONSTER"	"RANGE"	18			0	"HUMAN"	"SLOW"	0	"bksoldier"	0	27	20	13	7	49	60	613	6	5	2240	3395	1613	22	100	120	35	2000	175	30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	"????"	"PAWN"	"MONSTER"	"RANGE"	20			0	"HUMAN"	"SLOW"	0	"bkarcher"	0	22	29	15	7	46	70	506	6	7	4480	6720	1790	25	60	130	35	2000	175	30031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	"???? ??"	"S_PAWN"	"MONSTER"	"RANGE"	25			0	"HUMAN"	"SLOW"	0	"bkknight"	0	35	26	18	9	47	88	1115	8	12	4445	6650	3748	30	100	120	35	2000	175	30011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	"???? ??"	"S_PAWN"	"MONSTER"	"RANGE"	25		"AGGR"	0	"HUMAN"	"SLOW"	0	"bkknight"	0	35	26	18	9	61	74	1115	8	12	4445	6650	3748	30	100	120	35	2000	175	30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	"???? ??"	"S_PAWN"	"MONSTER"	"MELEE"	18		"AGGR"	0	"HUMAN"	"SLOW"	0	"bksoldier"	0	27	20	13	7	56	69	1450	12	7	10500	15750	2466	22	110	120	35	2000	150	30034	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	"???? ??"	"S_PAWN"	"MONSTER"	"MELEE"	20		"AGGR"	0	"HUMAN"	"SLOW"	0	"bkarcher"	0	22	29	15	7	53	80	1622	12	7	11340	17010	2678	25	70	130	35	2000	175	30031	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	"???? ??"	"KNIGHT"	"MONSTER"	"MELEE"	25		"AGGR"	0	"HUMAN"	"SLOW"	0	"bkknight"	0	35	26	18	9	53	99	3207	10	7	13440	20160	6417	30	110	120	35	2000	150	30011	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	"???? ??"	"KNIGHT"	"MONSTER"	"MELEE"	25		"AGGR"	0	"HUMAN"	"SLOW"	0	"bkknight"	0	35	26	18	9	53	99	3207	10	7	13440	20160	6417	30	110	120	35	2000	150	30073	0	0	0	0	0	10	10	0	-5	0	0	0	0	0	0	0	30	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	"??? ????"	"S_PAWN"	"MONSTER"	"RANGE"	18			0	"HUMAN"	"SLOW"	0	"bksoldier"	0	27	20	13	7	59	72	490	6	5	2240	3395	1131	22	100	120	35	2000	175	30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	"??? ????"	"S_PAWN"	"MONSTER"	"RANGE"	20			0	"HUMAN"	"SLOW"	0	"bkarcher"	0	22	29	15	7	55	84	404	6	7	4480	6720	1255	25	60	130	35	2000	175	30031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	"??? ???? ??"	"KNIGHT"	"MONSTER"	"RANGE"	25			0	"HUMAN"	"SLOW"	0	"bkknight"	0	35	26	18	9	56	106	892	8	12	4445	6650	2625	30	100	120	35	2000	175	30011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
354	"??? ???? ??"	"KNIGHT"	"MONSTER"	"RANGE"	25			0	"HUMAN"	"SLOW"	0	"bkknight"	0	35	26	18	9	73	89	892	8	12	4445	6650	2625	30	100	120	35	2000	175	30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	"??"	"S_KNIGHT"	"MONSTER"	"RANGE"	23			0	"HUMAN"	"SLOW"	0	"bksecond"	0	32	16	24	8	44	82	2076	9	17	6965	10430	11509	28	100	150	100	2000	175	30018	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
392	"??"	"S_KNIGHT"	"MONSTER"	"RANGE"	26			0	"HUMAN"	"SLOW"	0	"bkthird"	0	36	18	27	9	48	89	2453	14	22	7805	11690	12994	31	100	150	100	2000	175	30017	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
393	"??"	"S_KNIGHT"	"MONSTER"	"RANGE"	28			0	"HUMAN"	"SLOW"	0	"bkfourth"	0	38	19	29	10	51	94	2692	19	27	8365	12530	13984	33	100	150	100	2000	175	30035	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
394	"??"	"S_KNIGHT"	"MONSTER"	"RANGE"	31			0	"HUMAN"	"SLOW"	0	"bkboss"	0	42	21	31	10	55	101	3069	19	32	9170	13755	15470	37	100	150	100	2000	175	30073	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
395	"??? ??"	"S_KNIGHT"	"MONSTER"	"RANGE"	23			0	"HUMAN"	"SLOW"	0	"bksecond"	0	32	16	24	8	71	86	392	9	17	6965	10430	8057	28	100	150	100	2000	175	30018	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
396	"??? ??"	"S_KNIGHT"	"MONSTER"	"RANGE"	26			0	"HUMAN"	"SLOW"	0	"bkthird"	0	36	18	27	9	66	101	324	14	22	7805	11690	9096	31	100	150	100	2000	175	30017	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
397	"??? ??"	"S_KNIGHT"	"MONSTER"	"RANGE"	28			0	"HUMAN"	"SLOW"	0	"bkfourth"	0	38	19	29	10	68	127	714	19	27	8365	12530	9790	33	100	150	100	2000	175	30035	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
398	"??? ??"	"S_KNIGHT"	"MONSTER"	"RANGE"	31			0	"HUMAN"	"SLOW"	0	"bkboss"	0	42	21	31	10	88	107	714	19	32	9170	13755	10829	37	100	150	100	2000	175	30073	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
401	"????"	"PAWN"	"MONSTER"	"MELEE"	26			0	"HUMAN"		0	"thief1"	0	36	18	27	9	62	75	981	6	5	2730	4095	3248	31	100	110	50	2000	175	30032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	"?????"	"PAWN"	"MONSTER"	"MELEE"	27			0	"HUMAN"		0	"thief2"	0	37	19	28	9	70	100	1027	8	10	2800	4235	3372	32	80	150	50	2000	175	30074	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
