//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
// NO1										
r	538	57	1	1	0	0	120s	100	1	913
r	539	79	1	1	0	0	120s	100	1	913
r	539	79	1	1	0	0	120s	100	1	913
r	545	136	1	1	0	0	120s	100	1	913
r	545	136	1	1	0	0	120s	100	1	913
r	546	167	1	1	0	0	120s	100	1	913
r	546	167	1	1	0	0	120s	100	1	913
r	549	200	1	1	0	0	120s	100	1	913
r	549	200	1	1	0	0	120s	100	1	913
r	551	229	1	1	0	0	120s	100	1	913
r	551	229	1	1	0	0	120s	100	1	913
r	550	267	1	1	0	0	120s	100	1	913
r	550	267	1	1	0	0	120s	100	1	913
r	582	137	1	1	0	0	120s	100	1	913
r	582	137	1	1	0	0	120s	100	1	913
r	582	201	1	1	0	0	120s	100	1	913
r	586	201	1	1	0	0	120s	100	1	913
r	613	60	1	1	0	0	120s	100	1	913
r	613	60	1	1	0	0	120s	100	1	913
r	617	98	1	1	0	0	120s	100	1	913
r	617	98	1	1	0	0	120s	100	1	913
r	619	138	1	1	0	0	120s	100	1	913
r	619	138	1	1	0	0	120s	100	1	913
r	620	168	1	1	0	0	120s	100	1	913
r	620	168	1	1	0	0	120s	100	1	913
r	623	202	1	1	0	0	120s	100	1	913
r	623	202	1	1	0	0	120s	100	1	913
r	627	233	1	1	0	0	120s	100	1	913
r	627	233	1	1	0	0	120s	100	1	913
r	624	271	1	1	0	0	120s	100	1	913
r	624	271	1	1	0	0	120s	100	1	913
// NO9										
r	310	568	1	1	0	0	120s	100	1	914
r	310	568	1	1	0	0	120s	100	1	914
r	310	596	1	1	0	0	120s	100	1	914
r	310	596	1	1	0	0	120s	100	1	914
r	314	637	1	1	0	0	120s	100	1	914
r	314	637	1	1	0	0	120s	100	1	914
r	313	674	1	1	0	0	120s	100	1	914
r	313	674	1	1	0	0	120s	100	1	914
r	310	705	1	1	0	0	120s	100	1	914
r	310	705	1	1	0	0	120s	100	1	914
r	341	704	1	1	0	0	120s	100	1	914
r	341	704	1	1	0	0	120s	100	1	914
r	342	566	1	1	0	0	120s	100	1	914
r	342	566	1	1	0	0	120s	100	1	914
r	374	567	1	1	0	0	120s	100	1	914
r	374	567	1	1	0	0	120s	100	1	914
r	375	595	1	1	0	0	120s	100	1	914
r	375	595	1	1	0	0	120s	100	1	914
r	377	632	1	1	0	0	120s	100	1	914
r	377	632	1	1	0	0	120s	100	1	914
r	374	674	1	1	0	0	120s	100	1	914
r	374	674	1	1	0	0	120s	100	1	914
r	374	701	1	1	0	0	120s	100	1	914
r	374	701	1	1	0	0	120s	100	1	914
r	404	702	1	1	0	0	120s	100	1	914
r	404	702	1	1	0	0	120s	100	1	914
r	406	563	1	1	0	0	120s	100	1	914
r	406	563	1	1	0	0	120s	100	1	914
r	438	563	1	1	0	0	120s	100	1	914
r	438	563	1	1	0	0	120s	100	1	914
r	437	591	1	1	0	0	120s	100	1	914
r	437	591	1	1	0	0	120s	100	1	914
r	440	631	1	1	0	0	120s	100	1	914
r	440	631	1	1	0	0	120s	100	1	914
r	441	674	1	1	0	0	120s	100	1	914
r	441	674	1	1	0	0	120s	100	1	914
r	440	704	1	1	0	0	120s	100	1	914
r	440	704	1	1	0	0	120s	100	1	914
// boss1										
r	579	376	1	1	0	0	120s	100	1	914
r	573	367	1	1	0	0	120s	100	1	914
r	573	355	1	1	0	0	120s	100	1	914
r	579	343	1	1	0	0	120s	100	1	914
r	593	344	1	1	0	0	120s	100	1	914
r	604	355	1	1	0	0	120s	100	1	914
r	611	368	1	1	0	0	120s	100	1	914
r	598	381	1	1	0	0	120s	100	1	914
r	584	365	1	1	0	0	120s	100	1	914
r	580	356	1	1	0	0	120s	100	1	914
r	585	348	1	1	0	0	120s	100	1	914
r	596	353	1	1	0	0	120s	100	1	914
r	588	358	1	1	0	0	120s	100	1	914

g	630	489	1	1	0	0	1800s	100	1	5018

// ºñ¼®NPC
m	102	748	0	0	0	0	1m	100	1	20360
m	405	702	0	0	0	0	1m	100	1	20361

