//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	489	184	50	100	0	0	300s	100	1	8052
m	391	222	50	100	0	0	300s	100	1	8052
m	626	442	50	100	0	0	300s	100	1	8051
m	562	332	50	100	0	0	300s	100	1	8051
m	666	288	50	100	0	0	300s	100	1	8051
m	666	216	50	100	0	0	300s	100	1	8051
m	598	180	50	100	0	0	300s	100	1	8051
m	418	240	50	100	0	0	300s	100	1	8051
m	218	292	50	100	0	0	300s	100	1	8051
m	252	488	50	100	0	0	300s	100	1	8051
m	230	652	50	100	0	0	300s	100	1	8051
m	248	806	50	100	0	0	300s	100	1	8051
m	266	996	50	100	0	0	300s	100	1	8051
m	318	1060	50	100	0	0	300s	100	1	8051
m	360	1106	50	100	0	0	300s	100	1	8051
m	540	824	50	100	0	0	300s	100	1	8051
m	872	950	50	100	0	0	300s	100	1	8051
m	926	1004	50	100	0	0	300s	100	1	8051
m	1232	1190	50	100	0	0	300s	100	1	8051
m	1256	1216	50	100	0	0	300s	100	1	8051
m	1276	810	50	100	0	0	300s	100	1	8051
m	1096	810	50	100	0	0	300s	100	1	8051
m	1080	782	50	100	0	0	300s	100	1	8051
m	1202	268	50	100	0	0	300s	100	1	8051
m	1192	206	50	100	0	0	300s	100	1	8051
m	1220	232	50	100	0	0	300s	100	1	8052
m	856	212	50	100	0	0	300s	100	1	8052
m	884	722	50	100	0	0	300s	100	1	8052
m	750	842	50	100	0	0	300s	100	1	8052
m	1070	910	50	100	0	0	300s	100	1	8052
m	1028	880	50	100	0	0	300s	100	1	8052
m	1122	774	50	100	0	0	300s	100	1	8052
m	1154	806	50	100	0	0	300s	100	1	8052
m	1384	1008	50	100	0	0	300s	100	1	8052
m	1406	1202	50	100	0	0	300s	100	1	8052
m	1390	1332	50	100	0	0	300s	100	1	8052
m	1308	1254	50	100	0	0	300s	100	1	8052
m	1312	460	50	100	0	0	300s	100	1	8052
m	1284	520	50	100	0	0	300s	100	1	8052
m	888	380	50	100	0	0	300s	100	1	8052
m	940	356	50	100	0	0	300s	100	1	8052
m	962	208	50	100	0	0	300s	100	1	8052
m	422	404	50	100	0	0	300s	100	1	8052
m	320	716	50	100	0	0	300s	100	1	8052
m	292	654	50	100	0	0	300s	100	1	8052
m	206	786	50	100	0	0	300s	100	1	8052
m	248	872	50	100	0	0	300s	100	1	8052
m	416	858	50	100	0	0	300s	100	1	8052
m	646	748	50	100	0	0	300s	100	1	8052
m	916	784	50	100	0	0	300s	100	1	8052
