//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
//quest_mob
r	910	108	10	10	0	0	60s	100	1	3006
r	914	112	10	10	0	0	60s	100	1	3006
r	878	114	10	10	0	0	60s	100	1	3006
r	847	115	10	10	0	0	60s	100	1	3006
r	809	116	10	10	0	0	60s	100	1	3006
r	912	144	10	10	0	0	60s	100	1	3006
r	935	154	10	10	0	0	60s	100	1	3006
r	892	160	10	10	0	0	60s	100	1	3006
r	918	163	10	10	0	0	60s	100	1	3006
r	950	174	10	10	0	0	60s	100	1	3006
r	950	175	10	10	0	0	60s	100	1	3006
r	875	178	10	10	0	0	60s	100	1	3006
r	897	178	10	10	0	0	60s	100	1	3006
r	920	181	10	10	0	0	60s	100	1	3006
r	904	191	10	10	0	0	60s	100	1	3006
r	961	193	10	10	0	0	60s	100	1	3006
r	918	197	10	10	0	0	60s	100	1	3006
r	931	202	10	10	0	0	60s	100	1	3006
r	913	211	10	10	0	0	60s	100	1	3006
r	950	217	10	10	0	0	60s	100	1	3006
r	961	228	10	10	0	0	60s	100	1	3006
r	926	245	10	10	0	0	60s	100	1	3006
r	939	248	10	10	0	0	60s	100	1	3006
r	926	266	10	10	0	0	60s	100	1	3006
r	950	275	10	10	0	0	60s	100	1	3006
r	923	280	10	10	0	0	60s	100	1	3006
r	919	327	10	10	0	0	60s	100	1	3006
r	933	332	10	10	0	0	60s	100	1	3006
r	937	356	10	10	0	0	60s	100	1	3006
r	923	364	10	10	0	0	60s	100	1	3006
r	944	372	10	10	0	0	60s	100	1	3006
r	934	376	10	10	0	0	60s	100	1	3006
r	903	380	10	10	0	0	60s	100	1	3006
r	893	394	10	10	0	0	60s	100	1	3006
r	895	399	10	10	0	0	60s	100	1	3006
r	616	587	10	10	0	0	60s	100	1	3006
r	621	617	10	10	0	0	60s	100	1	3006
r	632	617	10	10	0	0	60s	100	1	3006
r	640	626	10	10	0	0	60s	100	1	3006
r	641	628	10	10	0	0	60s	100	1	3006
r	619	650	10	10	0	0	60s	100	1	3006
r	636	654	10	10	0	0	60s	100	1	3006
r	463	655	10	10	0	0	60s	100	1	3006
r	534	656	10	10	0	0	60s	100	1	3006
r	637	685	10	10	0	0	60s	100	1	3006
r	628	699	10	10	0	0	60s	100	1	3006
r	641	721	10	10	0	0	60s	100	1	3006
r	634	722	10	10	0	0	60s	100	1	3006
r	609	748	10	10	0	0	60s	100	1	3006
r	630	753	10	10	0	0	60s	100	1	3006
r	612	768	10	10	0	0	60s	100	1	3006
r	507	770	10	10	0	0	60s	100	1	3006
r	493	780	10	10	0	0	60s	100	1	3006
r	576	781	10	10	0	0	60s	100	1	3006
r	505	786	10	10	0	0	60s	100	1	3006
r	591	787	10	10	0	0	60s	100	1	3006
r	488	788	10	10	0	0	60s	100	1	3006
r	518	795	10	10	0	0	60s	100	1	3006
r	581	796	10	10	0	0	60s	100	1	3006
r	550	798	10	10	0	0	60s	100	1	3006
r	587	800	10	10	0	0	60s	100	1	3006
r	605	800	10	10	0	0	60s	100	1	3006
r	546	801	10	10	0	0	60s	100	1	3006
r	535	807	10	10	0	0	60s	100	1	3006
r	557	810	10	10	0	0	60s	100	1	3006
r	530	813	10	10	0	0	60s	100	1	3006
r	534	814	10	10	0	0	60s	100	1	3006
r	570	814	10	10	0	0	60s	100	1	3006
r	605	105	10	10	0	0	60s	100	1	3004
r	574	113	10	10	0	0	60s	100	1	3004
r	576	131	10	10	0	0	60s	100	1	3004
r	613	140	10	10	0	0	60s	100	1	3004
r	564	148	10	10	0	0	60s	100	1	3004
r	584	150	10	10	0	0	60s	100	1	3004
r	599	155	10	10	0	0	60s	100	1	3004
r	617	158	10	10	0	0	60s	100	1	3004
r	588	164	10	10	0	0	60s	100	1	3004
r	628	165	10	10	0	0	60s	100	1	3004
r	542	177	10	10	0	0	60s	100	1	3004
r	603	184	10	10	0	0	60s	100	1	3004
r	527	185	10	10	0	0	60s	100	1	3004
r	599	188	10	10	0	0	60s	100	1	3004
r	609	188	10	10	0	0	60s	100	1	3004
r	593	192	10	10	0	0	60s	100	1	3004
r	579	194	10	10	0	0	60s	100	1	3004
r	621	199	10	10	0	0	60s	100	1	3004
r	646	201	10	10	0	0	60s	100	1	3004
r	641	212	10	10	0	0	60s	100	1	3004
r	524	215	10	10	0	0	60s	100	1	3004
r	627	215	10	10	0	0	60s	100	1	3004
r	509	221	10	10	0	0	60s	100	1	3004
r	657	222	10	10	0	0	60s	100	1	3004
r	515	223	10	10	0	0	60s	100	1	3004
r	567	224	10	10	0	0	60s	100	1	3004
r	614	232	10	10	0	0	60s	100	1	3004
r	534	236	10	10	0	0	60s	100	1	3004
r	635	242	10	10	0	0	60s	100	1	3004
r	656	243	10	10	0	0	60s	100	1	3004
r	524	248	10	10	0	0	60s	100	1	3004
r	638	252	10	10	0	0	60s	100	1	3004
r	675	253	10	10	0	0	60s	100	1	3004
r	645	261	10	10	0	0	60s	100	1	3004
r	511	266	10	10	0	0	60s	100	1	3004
r	692	267	10	10	0	0	60s	100	1	3004
r	452	276	10	10	0	0	60s	100	1	3004
r	466	278	10	10	0	0	60s	100	1	3004
r	490	278	10	10	0	0	60s	100	1	3004
r	694	288	10	10	0	0	60s	100	1	3004
r	451	290	10	10	0	0	60s	100	1	3004
r	480	294	10	10	0	0	60s	100	1	3004
r	862	448	10	10	0	0	60s	100	1	3004
r	860	454	10	10	0	0	60s	100	1	3004
r	871	455	10	10	0	0	60s	100	1	3004
r	862	464	10	10	0	0	60s	100	1	3004
r	844	475	10	10	0	0	60s	100	1	3004
r	869	484	10	10	0	0	60s	100	1	3004
r	844	486	10	10	0	0	60s	100	1	3004
r	847	497	10	10	0	0	60s	100	1	3004
r	839	503	10	10	0	0	60s	100	1	3004
r	885	503	10	10	0	0	60s	100	1	3004
r	844	505	10	10	0	0	60s	100	1	3004
r	861	519	10	10	0	0	60s	100	1	3004
r	895	542	10	10	0	0	60s	100	1	3004
r	924	555	10	10	0	0	60s	100	1	3004
r	942	578	10	10	0	0	60s	100	1	3004
r	902	591	10	10	0	0	60s	100	1	3004
r	951	591	10	10	0	0	60s	100	1	3004
r	930	592	10	10	0	0	60s	100	1	3004
r	896	611	10	10	0	0	60s	100	1	3004
r	920	616	10	10	0	0	60s	100	1	3004
r	902	620	10	10	0	0	60s	100	1	3004
r	901	627	10	10	0	0	60s	100	1	3004
r	894	631	10	10	0	0	60s	100	1	3004
r	938	641	10	10	0	0	60s	100	1	3004
r	925	646	10	10	0	0	60s	100	1	3004
r	908	655	10	10	0	0	60s	100	1	3004
r	925	661	10	10	0	0	60s	100	1	3004
r	879	663	10	10	0	0	60s	100	1	3004
r	898	672	10	10	0	0	60s	100	1	3004
r	900	683	10	10	0	0	60s	100	1	3004
r	893	685	10	10	0	0	60s	100	1	3004
r	917	685	10	10	0	0	60s	100	1	3004
r	858	688	10	10	0	0	60s	100	1	3004
r	913	688	10	10	0	0	60s	100	1	3004
r	879	695	10	10	0	0	60s	100	1	3004
r	904	698	10	10	0	0	60s	100	1	3004
r	710	700	10	10	0	0	60s	100	1	3004
r	885	702	10	10	0	0	60s	100	1	3004
r	716	707	10	10	0	0	60s	100	1	3004
r	725	708	10	10	0	0	60s	100	1	3004
r	735	712	10	10	0	0	60s	100	1	3004
r	912	720	10	10	0	0	60s	100	1	3004
r	711	731	10	10	0	0	60s	100	1	3004
r	719	737	10	10	0	0	60s	100	1	3004
r	893	745	10	10	0	0	60s	100	1	3004
r	733	774	10	10	0	0	60s	100	1	3004
r	721	775	10	10	0	0	60s	100	1	3004
r	723	789	10	10	0	0	60s	100	1	3004
r	724	797	10	10	0	0	60s	100	1	3004
r	769	811	10	10	0	0	60s	100	1	3004
r	769	814	10	10	0	0	60s	100	1	3004
r	767	822	10	10	0	0	60s	100	1	3004
r	780	827	10	10	0	0	60s	100	1	3004
r	784	827	10	10	0	0	60s	100	1	3004
r	193	49	10	10	0	0	60s	100	1	3027
r	193	51	10	10	0	0	60s	100	1	3027
r	147	59	10	10	0	0	60s	100	1	3027
r	113	60	10	10	0	0	60s	100	1	3027
r	196	60	10	10	0	0	60s	100	1	3027
r	189	61	10	10	0	0	60s	100	1	3027
r	122	64	10	10	0	0	60s	100	1	3027
r	171	75	10	10	0	0	60s	100	1	3027
r	132	76	10	10	0	0	60s	100	1	3027
r	127	77	10	10	0	0	60s	100	1	3027
r	142	78	10	10	0	0	60s	100	1	3027
r	89	84	10	10	0	0	60s	100	1	3027
r	199	84	10	10	0	0	60s	100	1	3027
r	92	89	10	10	0	0	60s	100	1	3027
r	99	89	10	10	0	0	60s	100	1	3027
r	100	99	10	10	0	0	60s	100	1	3027
r	130	101	10	10	0	0	60s	100	1	3027
r	142	115	10	10	0	0	60s	100	1	3027
r	259	118	10	10	0	0	60s	100	1	3027
r	390	121	10	10	0	0	60s	100	1	3027
r	144	122	10	10	0	0	60s	100	1	3027
r	245	127	10	10	0	0	60s	100	1	3027
r	301	130	10	10	0	0	60s	100	1	3027
r	96	131	10	10	0	0	60s	100	1	3027
r	387	137	10	10	0	0	60s	100	1	3027
r	122	138	10	10	0	0	60s	100	1	3027
r	142	140	10	10	0	0	60s	100	1	3027
r	299	141	10	10	0	0	60s	100	1	3027
r	356	141	10	10	0	0	60s	100	1	3027
r	256	147	10	10	0	0	60s	100	1	3027
r	414	147	10	10	0	0	60s	100	1	3027
r	126	149	10	10	0	0	60s	100	1	3027
r	372	151	10	10	0	0	60s	100	1	3027
r	106	152	10	10	0	0	60s	100	1	3027
r	248	156	10	10	0	0	60s	100	1	3027
r	380	158	10	10	0	0	60s	100	1	3027
r	126	165	10	10	0	0	60s	100	1	3027
r	236	180	10	10	0	0	60s	100	1	3027
r	137	183	10	10	0	0	60s	100	1	3027
r	126	184	10	10	0	0	60s	100	1	3027
r	129	184	10	10	0	0	60s	100	1	3027
r	355	187	10	10	0	0	60s	100	1	3027
r	191	194	10	10	0	0	60s	100	1	3027
r	182	196	10	10	0	0	60s	100	1	3027
r	227	206	10	10	0	0	60s	100	1	3027
r	184	209	10	10	0	0	60s	100	1	3027
r	177	210	10	10	0	0	60s	100	1	3027
r	121	220	10	10	0	0	60s	100	1	3027
r	119	226	10	10	0	0	60s	100	1	3027
r	126	234	10	10	0	0	60s	100	1	3027
r	137	240	10	10	0	0	60s	100	1	3027
r	130	244	10	10	0	0	60s	100	1	3027
r	119	258	10	10	0	0	60s	100	1	3027
r	650	1057	10	10	0	0	60s	100	1	3027
r	604	1077	10	10	0	0	60s	100	1	3027
r	598	1078	10	10	0	0	60s	100	1	3027
r	686	1087	10	10	0	0	60s	100	1	3027
r	624	1093	10	10	0	0	60s	100	1	3027
r	610	1095	10	10	0	0	60s	100	1	3027
r	637	1098	10	10	0	0	60s	100	1	3027
r	602	1108	10	10	0	0	60s	100	1	3027
r	577	1112	10	10	0	0	60s	100	1	3027
r	675	1112	10	10	0	0	60s	100	1	3027
r	697	1112	10	10	0	0	60s	100	1	3027
r	581	1115	10	10	0	0	60s	100	1	3027
r	692	1116	10	10	0	0	60s	100	1	3027
r	683	1117	10	10	0	0	60s	100	1	3027
r	698	1118	10	10	0	0	60s	100	1	3027
r	591	1121	10	10	0	0	60s	100	1	3027
r	586	1128	10	10	0	0	60s	100	1	3027
r	665	1129	10	10	0	0	60s	100	1	3027
r	594	1133	10	10	0	0	60s	100	1	3027
r	643	1140	10	10	0	0	60s	100	1	3027
r	644	1144	10	10	0	0	60s	100	1	3027
r	676	1149	10	10	0	0	60s	100	1	3027
r	639	1152	10	10	0	0	60s	100	1	3027
r	582	1154	10	10	0	0	60s	100	1	3027
r	587	1155	10	10	0	0	60s	100	1	3027
r	592	1158	10	10	0	0	60s	100	1	3027
r	604	1158	10	10	0	0	60s	100	1	3027
r	655	1158	10	10	0	0	60s	100	1	3027
r	638	1162	10	10	0	0	60s	100	1	3027
r	585	1172	10	10	0	0	60s	100	1	3027
r	579	1186	10	10	0	0	60s	100	1	3027
r	595	1192	10	10	0	0	60s	100	1	3027
r	576	1198	10	10	0	0	60s	100	1	3027
r	612	1201	10	10	0	0	60s	100	1	3027
r	560	1218	10	10	0	0	60s	100	1	3027
r	575	1221	10	10	0	0	60s	100	1	3027
r	592	1221	10	10	0	0	60s	100	1	3027
r	739	1237	10	10	0	0	60s	100	1	3027
r	730	1238	10	10	0	0	60s	100	1	3027
r	693	1249	10	10	0	0	60s	100	1	3027
r	745	1249	10	10	0	0	60s	100	1	3027
r	569	1267	10	10	0	0	60s	100	1	3027
r	695	1269	10	10	0	0	60s	100	1	3027
r	735	1269	10	10	0	0	60s	100	1	3027
r	561	1283	10	10	0	0	60s	100	1	3027
r	742	1283	10	10	0	0	60s	100	1	3027
r	696	1290	10	10	0	0	60s	100	1	3027
r	726	1293	10	10	0	0	60s	100	1	3027
r	583	1296	10	10	0	0	60s	100	1	3027
r	711	1300	10	10	0	0	60s	100	1	3027
r	641	1304	10	10	0	0	60s	100	1	3027
r	662	1320	10	10	0	0	60s	100	1	3027
r	560	1325	10	10	0	0	60s	100	1	3027
r	593	1325	10	10	0	0	60s	100	1	3027
r	567	1337	10	10	0	0	60s	100	1	3027
r	567	1344	10	10	0	0	60s	100	1	3027
r	570	1351	10	10	0	0	60s	100	1	3027
r	581	1355	10	10	0	0	60s	100	1	3027
r	568	1361	10	10	0	0	60s	100	1	3027
r	556	1362	10	10	0	0	60s	100	1	3027
r	559	1371	10	10	0	0	60s	100	1	3027
r	585	1374	10	10	0	0	60s	100	1	3027
r	465	150	10	10	0	0	60s	100	1	3026
r	495	153	10	10	0	0	60s	100	1	3026
r	461	157	10	10	0	0	60s	100	1	3026
r	435	158	10	10	0	0	60s	100	1	3026
r	495	159	10	10	0	0	60s	100	1	3026
r	395	175	10	10	0	0	60s	100	1	3026
r	456	175	10	10	0	0	60s	100	1	3026
r	449	182	10	10	0	0	60s	100	1	3026
r	410	184	10	10	0	0	60s	100	1	3026
r	450	193	10	10	0	0	60s	100	1	3026
r	467	194	10	10	0	0	60s	100	1	3026
r	374	196	10	10	0	0	60s	100	1	3026
r	398	202	10	10	0	0	60s	100	1	3026
r	347	205	10	10	0	0	60s	100	1	3026
r	383	206	10	10	0	0	60s	100	1	3026
r	364	207	10	10	0	0	60s	100	1	3026
r	370	213	10	10	0	0	60s	100	1	3026
r	460	219	10	10	0	0	60s	100	1	3026
r	403	220	10	10	0	0	60s	100	1	3026
r	322	222	10	10	0	0	60s	100	1	3026
r	190	223	10	10	0	0	60s	100	1	3026
r	410	232	10	10	0	0	60s	100	1	3026
r	390	237	10	10	0	0	60s	100	1	3026
r	416	242	10	10	0	0	60s	100	1	3026
r	152	244	10	10	0	0	60s	100	1	3026
r	185	254	10	10	0	0	60s	100	1	3026
r	403	258	10	10	0	0	60s	100	1	3026
r	444	258	10	10	0	0	60s	100	1	3026
r	333	264	10	10	0	0	60s	100	1	3026
r	171	265	10	10	0	0	60s	100	1	3026
r	355	265	10	10	0	0	60s	100	1	3026
r	401	266	10	10	0	0	60s	100	1	3026
r	220	287	10	10	0	0	60s	100	1	3026
r	165	301	10	10	0	0	60s	100	1	3026
r	416	317	10	10	0	0	60s	100	1	3026
r	498	342	10	10	0	0	60s	100	1	3026
r	475	343	10	10	0	0	60s	100	1	3026
r	361	345	10	10	0	0	60s	100	1	3026
r	356	358	10	10	0	0	60s	100	1	3026
r	362	364	10	10	0	0	60s	100	1	3026
r	438	367	10	10	0	0	60s	100	1	3026
r	436	373	10	10	0	0	60s	100	1	3026
r	397	394	10	10	0	0	60s	100	1	3026
r	406	395	10	10	0	0	60s	100	1	3026
r	309	397	10	10	0	0	60s	100	1	3026
r	328	399	10	10	0	0	60s	100	1	3026
r	328	401	10	10	0	0	60s	100	1	3026
r	373	402	10	10	0	0	60s	100	1	3026
r	329	407	10	10	0	0	60s	100	1	3026
r	324	412	10	10	0	0	60s	100	1	3026
r	352	424	10	10	0	0	60s	100	1	3026
r	342	426	10	10	0	0	60s	100	1	3026
r	349	428	10	10	0	0	60s	100	1	3026
r	366	428	10	10	0	0	60s	100	1	3026
r	418	429	10	10	0	0	60s	100	1	3026
r	323	451	10	10	0	0	60s	100	1	3026
r	173	460	10	10	0	0	60s	100	1	3026
r	308	461	10	10	0	0	60s	100	1	3026
r	169	462	10	10	0	0	60s	100	1	3026
r	187	471	10	10	0	0	60s	100	1	3026
r	312	487	10	10	0	0	60s	100	1	3026
r	276	490	10	10	0	0	60s	100	1	3026
r	298	491	10	10	0	0	60s	100	1	3026
r	102	498	10	10	0	0	60s	100	1	3026
r	92	503	10	10	0	0	60s	100	1	3026
r	131	505	10	10	0	0	60s	100	1	3026
r	113	509	10	10	0	0	60s	100	1	3026
r	342	510	10	10	0	0	60s	100	1	3026
r	97	517	10	10	0	0	60s	100	1	3026
r	99	517	10	10	0	0	60s	100	1	3026
r	151	531	10	10	0	0	60s	100	1	3026
r	308	544	10	10	0	0	60s	100	1	3026
r	308	551	10	10	0	0	60s	100	1	3026
r	307	556	10	10	0	0	60s	100	1	3026
r	135	558	10	10	0	0	60s	100	1	3026
r	122	562	10	10	0	0	60s	100	1	3026
r	124	566	10	10	0	0	60s	100	1	3026
r	104	578	10	10	0	0	60s	100	1	3026
r	116	578	10	10	0	0	60s	100	1	3026
r	117	587	10	10	0	0	60s	100	1	3026
r	303	591	10	10	0	0	60s	100	1	3026
r	124	592	10	10	0	0	60s	100	1	3026
r	162	592	10	10	0	0	60s	100	1	3026
r	916	831	10	10	0	0	60s	100	1	3026
r	936	920	10	10	0	0	60s	100	1	3026
r	949	937	10	10	0	0	60s	100	1	3026
r	950	949	10	10	0	0	60s	100	1	3026
r	938	952	10	10	0	0	60s	100	1	3026
r	936	956	10	10	0	0	60s	100	1	3026
r	958	964	10	10	0	0	60s	100	1	3026
r	934	965	10	10	0	0	60s	100	1	3026
r	941	981	10	10	0	0	60s	100	1	3026
r	945	988	10	10	0	0	60s	100	1	3026
r	934	1006	10	10	0	0	60s	100	1	3026
r	909	1012	10	10	0	0	60s	100	1	3026
r	944	1017	10	10	0	0	60s	100	1	3026
r	908	1020	10	10	0	0	60s	100	1	3026
r	938	1031	10	10	0	0	60s	100	1	3026
r	940	1041	10	10	0	0	60s	100	1	3026
r	909	1043	10	10	0	0	60s	100	1	3026
r	732	1055	10	10	0	0	60s	100	1	3026
r	728	1068	10	10	0	0	60s	100	1	3026
r	688	1083	10	10	0	0	60s	100	1	3026
r	920	1087	10	10	0	0	60s	100	1	3026
r	929	1088	10	10	0	0	60s	100	1	3026
r	936	1096	10	10	0	0	60s	100	1	3026
r	712	1107	10	10	0	0	60s	100	1	3026
r	864	1119	10	10	0	0	60s	100	1	3026
r	880	1122	10	10	0	0	60s	100	1	3026
r	925	1132	10	10	0	0	60s	100	1	3026
r	947	1140	10	10	0	0	60s	100	1	3026
r	915	1144	10	10	0	0	60s	100	1	3026
r	915	1147	10	10	0	0	60s	100	1	3026
r	922	1156	10	10	0	0	60s	100	1	3026
r	866	1166	10	10	0	0	60s	100	1	3026
r	926	1181	10	10	0	0	60s	100	1	3026
r	765	1203	10	10	0	0	60s	100	1	3026
r	883	1212	10	10	0	0	60s	100	1	3026
r	889	1213	10	10	0	0	60s	100	1	3026
r	948	1217	10	10	0	0	60s	100	1	3026
r	760	1227	10	10	0	0	60s	100	1	3026
r	789	1231	10	10	0	0	60s	100	1	3026
r	795	1234	10	10	0	0	60s	100	1	3026
r	904	1234	10	10	0	0	60s	100	1	3026
r	915	1243	10	10	0	0	60s	100	1	3026
r	796	1246	10	10	0	0	60s	100	1	3026
r	929	1254	10	10	0	0	60s	100	1	3026
r	765	1262	10	10	0	0	60s	100	1	3026
r	773	1267	10	10	0	0	60s	100	1	3026
r	761	1281	10	10	0	0	60s	100	1	3026
r	939	1285	10	10	0	0	60s	100	1	3026
r	927	1292	10	10	0	0	60s	100	1	3026
r	912	1294	10	10	0	0	60s	100	1	3026
r	964	1307	10	10	0	0	60s	100	1	3026
r	721	1308	10	10	0	0	60s	100	1	3026
r	726	1308	10	10	0	0	60s	100	1	3026
r	815	1309	10	10	0	0	60s	100	1	3026
r	697	1311	10	10	0	0	60s	100	1	3026
r	696	1314	10	10	0	0	60s	100	1	3026
r	802	1316	10	10	0	0	60s	100	1	3026
r	807	1316	10	10	0	0	60s	100	1	3026
r	952	1317	10	10	0	0	60s	100	1	3026
r	840	1320	10	10	0	0	60s	100	1	3026
r	769	1322	10	10	0	0	60s	100	1	3026
r	737	1326	10	10	0	0	60s	100	1	3026
r	656	1331	10	10	0	0	60s	100	1	3026
r	696	1338	10	10	0	0	60s	100	1	3026
r	701	1342	10	10	0	0	60s	100	1	3026
r	770	1351	10	10	0	0	60s	100	1	3026
r	617	1355	10	10	0	0	60s	100	1	3026
r	603	1356	10	10	0	0	60s	100	1	3026
r	803	1356	10	10	0	0	60s	100	1	3026
r	771	1357	10	10	0	0	60s	100	1	3026
r	644	1364	10	10	0	0	60s	100	1	3026
r	649	1376	10	10	0	0	60s	100	1	3026
r	654	1377	10	10	0	0	60s	100	1	3026
r	665	1379	10	10	0	0	60s	100	1	3026
r	617	1391	10	10	0	0	60s	100	1	3026
r	699	1396	10	10	0	0	60s	100	1	3026
r	717	1417	10	10	0	0	60s	100	1	3026
r	196	657	10	10	0	0	60s	100	1	3019
r	173	663	10	10	0	0	60s	100	1	3019
r	201	682	10	10	0	0	60s	100	1	3019
r	191	696	10	10	0	0	60s	100	1	3019
r	188	703	10	10	0	0	60s	100	1	3019
r	201	716	10	10	0	0	60s	100	1	3019
r	185	718	10	10	0	0	60s	100	1	3019
r	197	719	10	10	0	0	60s	100	1	3019
r	165	726	10	10	0	0	60s	100	1	3019
r	196	727	10	10	0	0	60s	100	1	3019
r	165	742	10	10	0	0	60s	100	1	3019
r	172	746	10	10	0	0	60s	100	1	3019
r	165	756	10	10	0	0	60s	100	1	3019
r	135	757	10	10	0	0	60s	100	1	3019
r	138	773	10	10	0	0	60s	100	1	3019
r	200	773	10	10	0	0	60s	100	1	3019
r	157	783	10	10	0	0	60s	100	1	3019
r	133	787	10	10	0	0	60s	100	1	3019
r	149	788	10	10	0	0	60s	100	1	3019
r	202	796	10	10	0	0	60s	100	1	3019
r	147	808	10	10	0	0	60s	100	1	3019
r	155	811	10	10	0	0	60s	100	1	3019
r	155	815	10	10	0	0	60s	100	1	3019
r	154	820	10	10	0	0	60s	100	1	3019
r	157	827	10	10	0	0	60s	100	1	3019
r	202	839	10	10	0	0	60s	100	1	3019
r	199	858	10	10	0	0	60s	100	1	3019
r	180	860	10	10	0	0	60s	100	1	3019
r	194	860	10	10	0	0	60s	100	1	3019
r	199	862	10	10	0	0	60s	100	1	3019
r	239	888	10	10	0	0	60s	100	1	3019
r	248	893	10	10	0	0	60s	100	1	3019
r	231	900	10	10	0	0	60s	100	1	3019
r	214	906	10	10	0	0	60s	100	1	3019
r	232	912	10	10	0	0	60s	100	1	3019
r	229	917	10	10	0	0	60s	100	1	3019
r	216	918	10	10	0	0	60s	100	1	3019
