//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	854	403	50	100	0	0	300s	100	1	8054
m	870	474	50	100	0	0	300s	100	1	8054
m	802	992	50	100	0	0	300s	100	1	8055
m	842	837	50	100	0	0	300s	100	1	8055
m	886	663	50	100	0	0	300s	100	1	8055
m	873	146	50	100	0	0	300s	100	1	8055
m	462	201	50	100	0	0	300s	100	1	8055
m	393	145	50	100	0	0	300s	100	1	8055
m	214	530	50	100	0	0	300s	100	1	8055
m	226	689	50	100	0	0	300s	100	1	8055
m	148	712	50	100	0	0	300s	100	1	8055
m	157	1046	50	100	0	0	300s	100	1	8055
m	162	1196	50	100	0	0	300s	100	1	8055
m	158	1147	50	100	0	0	300s	100	1	8055
m	180	1260	50	100	0	0	300s	100	1	8055
m	211	1377	50	100	0	0	300s	100	1	8055
m	298	1348	50	100	0	0	300s	100	1	8055
m	351	1289	50	100	0	0	300s	100	1	8055
m	344	1162	50	100	0	0	300s	100	1	8055
m	396	1052	50	100	0	0	300s	100	1	8055
m	707	1285	50	100	0	0	300s	100	1	8055
m	595	1349	50	100	0	0	300s	100	1	8055
m	723	1431	50	100	0	0	300s	100	1	8055
m	901	1262	50	100	0	0	300s	100	1	8055
m	897	977	50	100	0	0	300s	100	1	8055
m	632	631	50	100	0	0	300s	100	1	8055
m	638	702	50	100	0	0	300s	100	1	8055
m	611	789	50	100	0	0	300s	100	1	8055
m	497	778	50	100	0	0	300s	100	1	8055
m	486	667	50	100	0	0	300s	100	1	8055
m	352	256	50	100	0	0	300s	100	1	8055
m	114	151	50	100	0	0	300s	100	1	8055
m	415	161	50	100	0	0	300s	100	1	8055
m	617	208	50	100	0	0	300s	100	1	8055
m	510	240	50	100	0	0	300s	100	1	8055
m	421	365	50	100	0	0	300s	100	1	8055
m	396	311	50	100	0	0	300s	100	1	8055
m	742	626	50	100	0	0	300s	100	1	8055
m	863	790	50	100	0	0	300s	100	1	8055
m	246	713	50	100	0	0	300s	100	1	8056
m	255	842	50	100	0	0	300s	100	1	8056
m	215	992	50	100	0	0	300s	100	1	8056
m	352	1074	50	100	0	0	300s	100	1	8056
m	837	1140	50	100	0	0	300s	100	1	8056
m	810	1097	50	100	0	0	300s	100	1	8056
m	830	967	50	100	0	0	300s	100	1	8056
m	716	726	50	100	0	0	300s	100	1	8056
m	740	652	50	100	0	0	300s	100	1	8056
m	696	267	50	100	0	0	300s	100	1	8056
m	826	117	50	100	0	0	300s	100	1	8056
m	840	238	50	100	0	0	300s	100	1	8056
m	767	189	50	100	0	0	300s	100	1	8056
m	573	194	50	100	0	0	300s	100	1	8056
m	254	371	50	100	0	0	300s	100	1	8056
m	324	309	50	100	0	0	300s	100	1	8056
m	215	1313	50	100	0	0	300s	100	1	8056
m	281	1394	50	100	0	0	300s	100	1	8056
m	280	1013	50	100	0	0	300s	100	1	8056
m	122	822	50	100	0	0	300s	100	1	8056
m	129	1238	50	100	0	0	300s	100	1	8056
m	151	1383	50	100	0	0	300s	100	1	8056
m	243	502	50	100	0	0	300s	100	1	8056
m	302	723	50	100	0	0	300s	100	1	8056
m	382	238	50	100	0	0	300s	100	1	8056
m	517	666	50	100	0	0	300s	100	1	8056
m	534	802	50	100	0	0	300s	100	1	8056
m	639	669	50	100	0	0	300s	100	1	8056
m	623	748	50	100	0	0	300s	100	1	8056
