//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
//quest_mob
r	1430	235	10	10	0	0	60s	100	1	3030
r	1454	237	10	10	0	0	60s	100	1	3030
r	1438	239	10	10	0	0	60s	100	1	3030
r	1472	240	10	10	0	0	60s	100	1	3030
r	1449	242	10	10	0	0	60s	100	1	3030
r	1493	243	10	10	0	0	60s	100	1	3030
r	1430	246	10	10	0	0	60s	100	1	3030
r	1505	246	10	10	0	0	60s	100	1	3030
r	1460	247	10	10	0	0	60s	100	1	3030
r	1485	249	10	10	0	0	60s	100	1	3030
r	1490	249	10	10	0	0	60s	100	1	3030
r	1435	255	10	10	0	0	60s	100	1	3030
r	1508	258	10	10	0	0	60s	100	1	3030
r	1508	262	10	10	0	0	60s	100	1	3030
r	1447	263	10	10	0	0	60s	100	1	3030
r	1439	266	10	10	0	0	60s	100	1	3030
r	1465	269	10	10	0	0	60s	100	1	3030
r	1422	271	10	10	0	0	60s	100	1	3030
r	1440	272	10	10	0	0	60s	100	1	3030
r	1501	273	10	10	0	0	60s	100	1	3030
r	1427	274	10	10	0	0	60s	100	1	3030
r	1404	275	10	10	0	0	60s	100	1	3030
r	1533	276	10	10	0	0	60s	100	1	3030
r	1395	277	10	10	0	0	60s	100	1	3030
r	1414	279	10	10	0	0	60s	100	1	3030
r	1411	283	10	10	0	0	60s	100	1	3030
r	1495	284	10	10	0	0	60s	100	1	3030
r	1432	302	10	10	0	0	60s	100	1	3030
r	1509	305	10	10	0	0	60s	100	1	3030
r	1515	312	10	10	0	0	60s	100	1	3030
r	1515	313	10	10	0	0	60s	100	1	3030
r	1510	315	10	10	0	0	60s	100	1	3030
r	1410	316	10	10	0	0	60s	100	1	3030
r	1409	318	10	10	0	0	60s	100	1	3030
r	1406	320	10	10	0	0	60s	100	1	3030
r	1517	328	10	10	0	0	60s	100	1	3030
r	1395	335	10	10	0	0	60s	100	1	3030
r	1392	344	10	10	0	0	60s	100	1	3030
r	1474	344	10	10	0	0	60s	100	1	3030
r	1386	346	10	10	0	0	60s	100	1	3030
r	1450	347	10	10	0	0	60s	100	1	3030
r	1434	350	10	10	0	0	60s	100	1	3030
r	1434	353	10	10	0	0	60s	100	1	3030
r	1433	355	10	10	0	0	60s	100	1	3030
r	1405	360	10	10	0	0	60s	100	1	3030
r	1507	360	10	10	0	0	60s	100	1	3030
r	1450	361	10	10	0	0	60s	100	1	3030
r	1473	362	10	10	0	0	60s	100	1	3030
r	1430	363	10	10	0	0	60s	100	1	3030
r	1458	364	10	10	0	0	60s	100	1	3030
r	1472	368	10	10	0	0	60s	100	1	3030
r	1444	372	10	10	0	0	60s	100	1	3030
r	1473	373	10	10	0	0	60s	100	1	3030
r	1462	376	10	10	0	0	60s	100	1	3030
r	1520	382	10	10	0	0	60s	100	1	3030
r	1442	386	10	10	0	0	60s	100	1	3030
r	1451	390	10	10	0	0	60s	100	1	3030
r	1457	390	10	10	0	0	60s	100	1	3030
r	1477	391	10	10	0	0	60s	100	1	3030
r	1512	394	10	10	0	0	60s	100	1	3030
r	1473	403	10	10	0	0	60s	100	1	3030
r	1514	405	10	10	0	0	60s	100	1	3030
r	1473	411	10	10	0	0	60s	100	1	3030
r	1498	419	10	10	0	0	60s	100	1	3030
r	1474	436	10	10	0	0	60s	100	1	3030
r	1466	469	10	10	0	0	60s	100	1	3030
r	1471	487	10	10	0	0	60s	100	1	3030
r	1474	487	10	10	0	0	60s	100	1	3030
r	1453	492	10	10	0	0	60s	100	1	3030
r	1472	495	10	10	0	0	60s	100	1	3030
r	1471	499	10	10	0	0	60s	100	1	3030
r	1449	506	10	10	0	0	60s	100	1	3030
r	1447	512	10	10	0	0	60s	100	1	3030
r	1448	512	10	10	0	0	60s	100	1	3030
r	1444	520	10	10	0	0	60s	100	1	3030
r	1429	526	10	10	0	0	60s	100	1	3030
r	1410	554	10	10	0	0	60s	100	1	3030
r	1413	558	10	10	0	0	60s	100	1	3030
r	1402	566	10	10	0	0	60s	100	1	3030
r	1418	571	10	10	0	0	60s	100	1	3030
r	1423	575	10	10	0	0	60s	100	1	3030
r	1406	591	10	10	0	0	60s	100	1	3030
r	1401	599	10	10	0	0	60s	100	1	3030
r	1412	607	10	10	0	0	60s	100	1	3030
r	1414	610	10	10	0	0	60s	100	1	3030
r	1282	197	10	10	0	0	60s	100	1	3028
r	1277	198	10	10	0	0	60s	100	1	3028
r	1302	200	10	10	0	0	60s	100	1	3028
r	1271	207	10	10	0	0	60s	100	1	3028
r	1261	215	10	10	0	0	60s	100	1	3028
r	1275	224	10	10	0	0	60s	100	1	3028
r	1239	244	10	10	0	0	60s	100	1	3028
r	1246	265	10	10	0	0	60s	100	1	3028
r	1249	271	10	10	0	0	60s	100	1	3028
r	1252	277	10	10	0	0	60s	100	1	3028
r	1226	280	10	10	0	0	60s	100	1	3028
r	1247	281	10	10	0	0	60s	100	1	3028
r	1226	285	10	10	0	0	60s	100	1	3028
r	1245	291	10	10	0	0	60s	100	1	3028
r	1238	309	10	10	0	0	60s	100	1	3028
r	1220	323	10	10	0	0	60s	100	1	3028
r	1093	371	10	10	0	0	60s	100	1	3028
r	1113	374	10	10	0	0	60s	100	1	3028
r	1694	377	10	10	0	0	60s	100	1	3028
r	1701	378	10	10	0	0	60s	100	1	3028
r	1195	379	10	10	0	0	60s	100	1	3028
r	1207	381	10	10	0	0	60s	100	1	3028
r	1697	382	10	10	0	0	60s	100	1	3028
r	1687	384	10	10	0	0	60s	100	1	3028
r	1119	385	10	10	0	0	60s	100	1	3028
r	1184	387	10	10	0	0	60s	100	1	3028
r	1168	390	10	10	0	0	60s	100	1	3028
r	1656	390	10	10	0	0	60s	100	1	3028
r	1123	399	10	10	0	0	60s	100	1	3028
r	1169	400	10	10	0	0	60s	100	1	3028
r	1179	403	10	10	0	0	60s	100	1	3028
r	1221	403	10	10	0	0	60s	100	1	3028
r	1183	404	10	10	0	0	60s	100	1	3028
r	1184	407	10	10	0	0	60s	100	1	3028
r	1202	407	10	10	0	0	60s	100	1	3028
r	1230	410	10	10	0	0	60s	100	1	3028
r	1198	411	10	10	0	0	60s	100	1	3028
r	1673	421	10	10	0	0	60s	100	1	3028
r	1132	426	10	10	0	0	60s	100	1	3028
r	1195	432	10	10	0	0	60s	100	1	3028
r	1632	434	10	10	0	0	60s	100	1	3028
r	1202	435	10	10	0	0	60s	100	1	3028
r	1189	436	10	10	0	0	60s	100	1	3028
r	1219	436	10	10	0	0	60s	100	1	3028
r	1126	437	10	10	0	0	60s	100	1	3028
r	1166	438	10	10	0	0	60s	100	1	3028
r	1218	438	10	10	0	0	60s	100	1	3028
r	1158	444	10	10	0	0	60s	100	1	3028
r	1662	444	10	10	0	0	60s	100	1	3028
r	1202	448	10	10	0	0	60s	100	1	3028
r	1143	450	10	10	0	0	60s	100	1	3028
r	1165	450	10	10	0	0	60s	100	1	3028
r	1271	450	10	10	0	0	60s	100	1	3028
r	1188	451	10	10	0	0	60s	100	1	3028
r	1244	451	10	10	0	0	60s	100	1	3028
r	1264	451	10	10	0	0	60s	100	1	3028
r	1181	452	10	10	0	0	60s	100	1	3028
r	1238	452	10	10	0	0	60s	100	1	3028
r	1217	454	10	10	0	0	60s	100	1	3028
r	1626	456	10	10	0	0	60s	100	1	3028
r	1658	457	10	10	0	0	60s	100	1	3028
r	1653	462	10	10	0	0	60s	100	1	3028
r	1284	464	10	10	0	0	60s	100	1	3028
r	1634	464	10	10	0	0	60s	100	1	3028
r	1642	464	10	10	0	0	60s	100	1	3028
r	1658	464	10	10	0	0	60s	100	1	3028
r	1166	468	10	10	0	0	60s	100	1	3028
r	1194	469	10	10	0	0	60s	100	1	3028
r	1238	474	10	10	0	0	60s	100	1	3028
r	1223	475	10	10	0	0	60s	100	1	3028
r	1153	476	10	10	0	0	60s	100	1	3028
r	1163	482	10	10	0	0	60s	100	1	3028
r	1173	483	10	10	0	0	60s	100	1	3028
r	1238	484	10	10	0	0	60s	100	1	3028
r	1620	486	10	10	0	0	60s	100	1	3028
r	1660	489	10	10	0	0	60s	100	1	3028
r	1614	491	10	10	0	0	60s	100	1	3028
r	1170	500	10	10	0	0	60s	100	1	3028
r	1646	509	10	10	0	0	60s	100	1	3028
r	1189	534	10	10	0	0	60s	100	1	3028
r	1190	535	10	10	0	0	60s	100	1	3028
r	1213	537	10	10	0	0	60s	100	1	3028
r	1214	553	10	10	0	0	60s	100	1	3028
r	1200	556	10	10	0	0	60s	100	1	3028
r	1214	574	10	10	0	0	60s	100	1	3028
r	1025	134	10	10	0	0	60s	100	1	3012
r	889	139	10	10	0	0	60s	100	1	3012
r	918	144	10	10	0	0	60s	100	1	3012
r	1030	144	10	10	0	0	60s	100	1	3012
r	1021	150	10	10	0	0	60s	100	1	3012
r	861	156	10	10	0	0	60s	100	1	3012
r	910	166	10	10	0	0	60s	100	1	3012
r	995	166	10	10	0	0	60s	100	1	3012
r	1031	168	10	10	0	0	60s	100	1	3012
r	924	172	10	10	0	0	60s	100	1	3012
r	939	177	10	10	0	0	60s	100	1	3012
r	1022	178	10	10	0	0	60s	100	1	3012
r	1037	182	10	10	0	0	60s	100	1	3012
r	1024	186	10	10	0	0	60s	100	1	3012
r	926	188	10	10	0	0	60s	100	1	3012
r	1020	188	10	10	0	0	60s	100	1	3012
r	1063	191	10	10	0	0	60s	100	1	3012
r	880	197	10	10	0	0	60s	100	1	3012
r	1046	199	10	10	0	0	60s	100	1	3012
r	873	200	10	10	0	0	60s	100	1	3012
r	864	202	10	10	0	0	60s	100	1	3012
r	864	207	10	10	0	0	60s	100	1	3012
r	980	208	10	10	0	0	60s	100	1	3012
r	1024	208	10	10	0	0	60s	100	1	3012
r	884	215	10	10	0	0	60s	100	1	3012
r	847	219	10	10	0	0	60s	100	1	3012
r	962	219	10	10	0	0	60s	100	1	3012
r	964	219	10	10	0	0	60s	100	1	3012
r	981	223	10	10	0	0	60s	100	1	3012
r	918	231	10	10	0	0	60s	100	1	3012
r	1057	235	10	10	0	0	60s	100	1	3012
r	945	241	10	10	0	0	60s	100	1	3012
r	891	246	10	10	0	0	60s	100	1	3012
r	955	247	10	10	0	0	60s	100	1	3012
r	880	249	10	10	0	0	60s	100	1	3012
r	944	251	10	10	0	0	60s	100	1	3012
r	1018	255	10	10	0	0	60s	100	1	3012
r	1052	255	10	10	0	0	60s	100	1	3012
r	896	261	10	10	0	0	60s	100	1	3012
r	912	264	10	10	0	0	60s	100	1	3012
r	891	268	10	10	0	0	60s	100	1	3012
r	1015	269	10	10	0	0	60s	100	1	3012
r	877	274	10	10	0	0	60s	100	1	3012
r	862	277	10	10	0	0	60s	100	1	3012
r	817	280	10	10	0	0	60s	100	1	3012
r	893	283	10	10	0	0	60s	100	1	3012
r	796	286	10	10	0	0	60s	100	1	3012
r	1063	286	10	10	0	0	60s	100	1	3012
r	781	288	10	10	0	0	60s	100	1	3012
r	1026	289	10	10	0	0	60s	100	1	3012
r	807	292	10	10	0	0	60s	100	1	3012
r	999	293	10	10	0	0	60s	100	1	3012
r	803	294	10	10	0	0	60s	100	1	3012
r	814	296	10	10	0	0	60s	100	1	3012
r	1048	297	10	10	0	0	60s	100	1	3012
r	795	298	10	10	0	0	60s	100	1	3012
r	1018	308	10	10	0	0	60s	100	1	3012
r	1011	313	10	10	0	0	60s	100	1	3012
r	911	314	10	10	0	0	60s	100	1	3012
r	1005	316	10	10	0	0	60s	100	1	3012
r	1017	316	10	10	0	0	60s	100	1	3012
r	1032	326	10	10	0	0	60s	100	1	3012
r	779	332	10	10	0	0	60s	100	1	3012
r	860	332	10	10	0	0	60s	100	1	3012
r	888	342	10	10	0	0	60s	100	1	3012
r	1022	342	10	10	0	0	60s	100	1	3012
r	792	345	10	10	0	0	60s	100	1	3012
r	771	348	10	10	0	0	60s	100	1	3012
r	775	350	10	10	0	0	60s	100	1	3012
r	868	351	10	10	0	0	60s	100	1	3012
r	796	359	10	10	0	0	60s	100	1	3012
r	734	360	10	10	0	0	60s	100	1	3012
r	902	361	10	10	0	0	60s	100	1	3012
r	776	364	10	10	0	0	60s	100	1	3012
r	1038	368	10	10	0	0	60s	100	1	3012
r	730	369	10	10	0	0	60s	100	1	3012
r	916	370	10	10	0	0	60s	100	1	3012
r	1040	374	10	10	0	0	60s	100	1	3012
r	921	394	10	10	0	0	60s	100	1	3012
r	808	405	10	10	0	0	60s	100	1	3012
r	901	411	10	10	0	0	60s	100	1	3012
r	825	417	10	10	0	0	60s	100	1	3012
r	877	427	10	10	0	0	60s	100	1	3012
r	820	429	10	10	0	0	60s	100	1	3012
r	1026	431	10	10	0	0	60s	100	1	3012
r	868	443	10	10	0	0	60s	100	1	3012
r	1009	461	10	10	0	0	60s	100	1	3012
r	991	462	10	10	0	0	60s	100	1	3012
r	1024	466	10	10	0	0	60s	100	1	3012
r	999	471	10	10	0	0	60s	100	1	3012
r	808	481	10	10	0	0	60s	100	1	3012
r	1061	488	10	10	0	0	60s	100	1	3012
r	975	490	10	10	0	0	60s	100	1	3012
r	1042	490	10	10	0	0	60s	100	1	3012
r	1045	492	10	10	0	0	60s	100	1	3012
r	765	496	10	10	0	0	60s	100	1	3012
r	841	500	10	10	0	0	60s	100	1	3012
r	745	505	10	10	0	0	60s	100	1	3012
r	953	515	10	10	0	0	60s	100	1	3012
r	1055	518	10	10	0	0	60s	100	1	3012
r	1077	519	10	10	0	0	60s	100	1	3012
r	967	520	10	10	0	0	60s	100	1	3012
r	741	521	10	10	0	0	60s	100	1	3012
r	814	538	10	10	0	0	60s	100	1	3012
r	1089	538	10	10	0	0	60s	100	1	3012
r	1070	541	10	10	0	0	60s	100	1	3012
r	820	547	10	10	0	0	60s	100	1	3012
r	932	552	10	10	0	0	60s	100	1	3012
r	1073	552	10	10	0	0	60s	100	1	3012
r	1081	553	10	10	0	0	60s	100	1	3012
r	926	565	10	10	0	0	60s	100	1	3012
r	947	567	10	10	0	0	60s	100	1	3012
r	801	569	10	10	0	0	60s	100	1	3012
r	797	570	10	10	0	0	60s	100	1	3012
r	1083	571	10	10	0	0	60s	100	1	3012
r	939	576	10	10	0	0	60s	100	1	3012
r	1080	577	10	10	0	0	60s	100	1	3012
r	1101	580	10	10	0	0	60s	100	1	3012
r	916	584	10	10	0	0	60s	100	1	3012
r	1077	588	10	10	0	0	60s	100	1	3012
r	765	594	10	10	0	0	60s	100	1	3012
r	888	597	10	10	0	0	60s	100	1	3012
r	778	604	10	10	0	0	60s	100	1	3012
r	778	606	10	10	0	0	60s	100	1	3012
r	765	620	10	10	0	0	60s	100	1	3012
r	749	621	10	10	0	0	60s	100	1	3012
r	870	624	10	10	0	0	60s	100	1	3012
r	895	626	10	10	0	0	60s	100	1	3012
r	1120	630	10	10	0	0	60s	100	1	3012
r	868	631	10	10	0	0	60s	100	1	3012
r	893	631	10	10	0	0	60s	100	1	3012
r	1136	634	10	10	0	0	60s	100	1	3012
r	1112	636	10	10	0	0	60s	100	1	3012
r	970	642	10	10	0	0	60s	100	1	3012
r	985	645	10	10	0	0	60s	100	1	3012
r	1009	645	10	10	0	0	60s	100	1	3012
r	965	650	10	10	0	0	60s	100	1	3012
r	1023	654	10	10	0	0	60s	100	1	3012
r	1125	654	10	10	0	0	60s	100	1	3012
r	889	669	10	10	0	0	60s	100	1	3012
r	969	671	10	10	0	0	60s	100	1	3012
r	981	683	10	10	0	0	60s	100	1	3012
r	871	684	10	10	0	0	60s	100	1	3012
r	958	687	10	10	0	0	60s	100	1	3012
r	1021	687	10	10	0	0	60s	100	1	3012
r	961	691	10	10	0	0	60s	100	1	3012
r	1024	695	10	10	0	0	60s	100	1	3012
r	998	705	10	10	0	0	60s	100	1	3012
r	743	706	10	10	0	0	60s	100	1	3012
r	889	706	10	10	0	0	60s	100	1	3012
r	1014	709	10	10	0	0	60s	100	1	3012
r	880	711	10	10	0	0	60s	100	1	3012
r	1021	714	10	10	0	0	60s	100	1	3012
r	737	715	10	10	0	0	60s	100	1	3012
r	1017	716	10	10	0	0	60s	100	1	3012
r	1129	721	10	10	0	0	60s	100	1	3012
r	733	722	10	10	0	0	60s	100	1	3012
r	880	724	10	10	0	0	60s	100	1	3012
r	1000	724	10	10	0	0	60s	100	1	3012
r	1098	729	10	10	0	0	60s	100	1	3012
r	1015	738	10	10	0	0	60s	100	1	3012
r	889	752	10	10	0	0	60s	100	1	3012
r	910	771	10	10	0	0	60s	100	1	3012
r	993	773	10	10	0	0	60s	100	1	3012
r	1098	776	10	10	0	0	60s	100	1	3012
r	1074	777	10	10	0	0	60s	100	1	3012
r	740	779	10	10	0	0	60s	100	1	3012
r	723	782	10	10	0	0	60s	100	1	3012
r	941	783	10	10	0	0	60s	100	1	3012
r	732	787	10	10	0	0	60s	100	1	3012
r	917	789	10	10	0	0	60s	100	1	3012
r	970	794	10	10	0	0	60s	100	1	3012
r	1026	794	10	10	0	0	60s	100	1	3012
r	794	795	10	10	0	0	60s	100	1	3012
r	999	804	10	10	0	0	60s	100	1	3012
r	1061	809	10	10	0	0	60s	100	1	3012
r	752	816	10	10	0	0	60s	100	1	3012
r	788	816	10	10	0	0	60s	100	1	3012
r	988	819	10	10	0	0	60s	100	1	3012
r	787	822	10	10	0	0	60s	100	1	3012
r	753	828	10	10	0	0	60s	100	1	3012
r	1010	833	10	10	0	0	60s	100	1	3012
r	1004	837	10	10	0	0	60s	100	1	3012
r	1065	839	10	10	0	0	60s	100	1	3012
r	723	840	10	10	0	0	60s	100	1	3012
r	722	848	10	10	0	0	60s	100	1	3012
r	784	153	10	10	0	0	60s	100	1	3011
r	795	158	10	10	0	0	60s	100	1	3011
r	781	160	10	10	0	0	60s	100	1	3011
r	805	171	10	10	0	0	60s	100	1	3011
r	772	176	10	10	0	0	60s	100	1	3011
r	812	177	10	10	0	0	60s	100	1	3011
r	765	180	10	10	0	0	60s	100	1	3011
r	820	180	10	10	0	0	60s	100	1	3011
r	818	181	10	10	0	0	60s	100	1	3011
r	744	189	10	10	0	0	60s	100	1	3011
r	784	191	10	10	0	0	60s	100	1	3011
r	825	192	10	10	0	0	60s	100	1	3011
r	839	192	10	10	0	0	60s	100	1	3011
r	721	196	10	10	0	0	60s	100	1	3011
r	773	198	10	10	0	0	60s	100	1	3011
r	774	198	10	10	0	0	60s	100	1	3011
r	731	199	10	10	0	0	60s	100	1	3011
r	794	201	10	10	0	0	60s	100	1	3011
r	728	206	10	10	0	0	60s	100	1	3011
r	792	207	10	10	0	0	60s	100	1	3011
r	833	216	10	10	0	0	60s	100	1	3011
r	819	218	10	10	0	0	60s	100	1	3011
r	797	220	10	10	0	0	60s	100	1	3011
r	843	225	10	10	0	0	60s	100	1	3011
r	795	228	10	10	0	0	60s	100	1	3011
r	824	228	10	10	0	0	60s	100	1	3011
r	762	231	10	10	0	0	60s	100	1	3011
r	741	233	10	10	0	0	60s	100	1	3011
r	757	243	10	10	0	0	60s	100	1	3011
r	766	251	10	10	0	0	60s	100	1	3011
r	766	255	10	10	0	0	60s	100	1	3011
r	733	256	10	10	0	0	60s	100	1	3011
r	770	259	10	10	0	0	60s	100	1	3011
r	724	262	10	10	0	0	60s	100	1	3011
r	745	262	10	10	0	0	60s	100	1	3011
r	767	264	10	10	0	0	60s	100	1	3011
r	738	265	10	10	0	0	60s	100	1	3011
r	752	269	10	10	0	0	60s	100	1	3011
r	787	270	10	10	0	0	60s	100	1	3011
r	761	275	10	10	0	0	60s	100	1	3011
r	797	275	10	10	0	0	60s	100	1	3011
r	602	278	10	10	0	0	60s	100	1	3011
r	741	279	10	10	0	0	60s	100	1	3011
r	742	279	10	10	0	0	60s	100	1	3011
r	739	282	10	10	0	0	60s	100	1	3011
r	611	284	10	10	0	0	60s	100	1	3011
r	702	285	10	10	0	0	60s	100	1	3011
r	763	286	10	10	0	0	60s	100	1	3011
r	1107	288	10	10	0	0	60s	100	1	3011
r	595	291	10	10	0	0	60s	100	1	3011
r	706	291	10	10	0	0	60s	100	1	3011
r	750	294	10	10	0	0	60s	100	1	3011
r	718	295	10	10	0	0	60s	100	1	3011
r	583	296	10	10	0	0	60s	100	1	3011
r	694	297	10	10	0	0	60s	100	1	3011
r	681	299	10	10	0	0	60s	100	1	3011
r	582	302	10	10	0	0	60s	100	1	3011
r	604	302	10	10	0	0	60s	100	1	3011
r	1091	302	10	10	0	0	60s	100	1	3011
r	637	305	10	10	0	0	60s	100	1	3011
r	636	306	10	10	0	0	60s	100	1	3011
r	1110	306	10	10	0	0	60s	100	1	3011
r	564	307	10	10	0	0	60s	100	1	3011
r	725	307	10	10	0	0	60s	100	1	3011
r	561	310	10	10	0	0	60s	100	1	3011
r	718	312	10	10	0	0	60s	100	1	3011
