//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	669	829	50	100	0	0	300s	100	2	8171
m	655	598	50	100	0	0	300s	100	2	8171
m	572	352	50	100	0	0	300s	100	2	8171
m	434	227	50	100	0	0	300s	100	2	8171
m	340	445	50	100	0	0	300s	100	2	8171
m	270	702	50	100	0	0	300s	100	2	8171
m	375	793	50	100	0	0	300s	100	2	8171
m	417	851	50	100	0	0	300s	100	2	8171
m	138	369	50	100	0	0	300s	100	2	8171
m	159	249	50	100	0	0	300s	100	2	8171
m	158	159	50	100	0	0	300s	100	2	8171
m	304	225	50	100	0	0	300s	100	2	8171
m	294	277	50	100	0	0	300s	100	2	8171
m	330	527	50	100	0	0	300s	100	2	8171
m	307	750	50	100	0	0	300s	100	2	8171
