//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
// NO1										
r	279	494	1	1	0	0	120s	100	1	902
r	243	496	1	1	0	0	120s	100	1	902
r	243	496	1	1	0	0	120s	100	1	902
// NO6										
r	495	349	1	1	0	0	120s	100	1	903
r	495	349	1	1	0	0	120s	100	1	903
r	460	352	1	1	0	0	120s	100	1	903
r	460	352	1	1	0	0	120s	100	1	903
r	427	355	1	1	0	0	120s	100	1	903
r	427	355	1	1	0	0	120s	100	1	903
r	425	383	1	1	0	0	120s	100	1	903
r	425	383	1	1	0	0	120s	100	1	903
r	428	416	1	1	0	0	120s	100	1	903
r	428	416	1	1	0	0	120s	100	1	903
r	460	416	1	1	0	0	120s	100	1	903
r	460	416	1	1	0	0	120s	100	1	903
r	493	415	1	1	0	0	120s	100	1	903
r	493	415	1	1	0	0	120s	100	1	903
r	429	449	1	1	0	0	120s	100	1	903
r	429	449	1	1	0	0	120s	100	1	903
r	431	482	1	1	0	0	120s	100	1	903
r	431	482	1	1	0	0	120s	100	1	903
r	461	482	1	1	0	0	120s	100	1	903
r	461	482	1	1	0	0	120s	100	1	903
r	494	482	1	1	0	0	120s	100	1	903
r	494	482	1	1	0	0	120s	100	1	903
// NO7										
r	128	549	1	1	0	0	120s	100	1	901
r	128	549	1	1	0	0	120s	100	1	901
r	166	549	1	1	0	0	120s	100	1	901
r	166	549	1	1	0	0	120s	100	1	901
r	194	551	1	1	0	0	120s	100	1	901
r	194	551	1	1	0	0	120s	100	1	901
r	195	579	1	1	0	0	120s	100	1	901
r	195	579	1	1	0	0	120s	100	1	901
r	195	615	1	1	0	0	120s	100	1	901
r	195	615	1	1	0	0	120s	100	1	901
r	160	614	1	1	0	0	120s	100	1	901
r	160	614	1	1	0	0	120s	100	1	901
r	125	614	1	1	0	0	120s	100	1	901
r	125	614	1	1	0	0	120s	100	1	901
r	123	647	1	1	0	0	120s	100	1	901
r	123	647	1	1	0	0	120s	100	1	901
r	123	677	1	1	0	0	120s	100	1	901
r	123	677	1	1	0	0	120s	100	1	901
r	151	681	1	1	0	0	120s	100	1	901
r	151	681	1	1	0	0	120s	100	1	901
r	183	683	1	1	0	0	120s	100	1	901
r	183	683	1	1	0	0	120s	100	1	901
r	182	713	1	1	0	0	120s	100	1	901
r	182	713	1	1	0	0	120s	100	1	901
r	183	746	1	1	0	0	120s	100	1	901
r	183	746	1	1	0	0	120s	100	1	901
r	148	747	1	1	0	0	120s	100	1	901
r	148	747	1	1	0	0	120s	100	1	901
r	115	747	1	1	0	0	120s	100	1	901
r	115	747	1	1	0	0	120s	100	1	901
// NO8										
r	538	57	1	1	0	0	120s	100	1	902
r	538	57	1	1	0	0	120s	100	1	902
r	539	79	1	1	0	0	120s	100	1	902
r	539	79	1	1	0	0	120s	100	1	902
r	545	136	1	1	0	0	120s	100	1	902
r	545	136	1	1	0	0	120s	100	1	902
r	546	167	1	1	0	0	120s	100	1	902
r	546	167	1	1	0	0	120s	100	1	902
r	549	200	1	1	0	0	120s	100	1	902
r	549	200	1	1	0	0	120s	100	1	902
r	551	229	1	1	0	0	120s	100	1	902
r	551	229	1	1	0	0	120s	100	1	902
r	550	267	1	1	0	0	120s	100	1	902
r	550	267	1	1	0	0	120s	100	1	902
r	582	137	1	1	0	0	120s	100	1	902
r	582	137	1	1	0	0	120s	100	1	902
r	582	201	1	1	0	0	120s	100	1	902
r	586	201	1	1	0	0	120s	100	1	902
r	613	60	1	1	0	0	120s	100	1	902
r	613	60	1	1	0	0	120s	100	1	902
r	617	98	1	1	0	0	120s	100	1	902
r	617	98	1	1	0	0	120s	100	1	902
r	619	138	1	1	0	0	120s	100	1	902
r	619	138	1	1	0	0	120s	100	1	902
r	620	168	1	1	0	0	120s	100	1	902
r	620	168	1	1	0	0	120s	100	1	902
r	623	202	1	1	0	0	120s	100	1	902
r	623	202	1	1	0	0	120s	100	1	902
r	627	233	1	1	0	0	120s	100	1	902
r	627	233	1	1	0	0	120s	100	1	902
r	624	271	1	1	0	0	120s	100	1	902
r	624	271	1	1	0	0	120s	100	1	902
// NO9										
r	310	568	1	1	0	0	120s	100	1	903
r	310	568	1	1	0	0	120s	100	1	903
r	310	596	1	1	0	0	120s	100	1	903
r	310	596	1	1	0	0	120s	100	1	903
r	314	637	1	1	0	0	120s	100	1	903
r	314	637	1	1	0	0	120s	100	1	903
r	313	674	1	1	0	0	120s	100	1	903
r	313	674	1	1	0	0	120s	100	1	903
r	310	705	1	1	0	0	120s	100	1	903
r	310	705	1	1	0	0	120s	100	1	903
r	341	704	1	1	0	0	120s	100	1	903
r	341	704	1	1	0	0	120s	100	1	903
r	342	566	1	1	0	0	120s	100	1	903
r	342	566	1	1	0	0	120s	100	1	903
r	374	567	1	1	0	0	120s	100	1	903
r	374	567	1	1	0	0	120s	100	1	903
r	375	595	1	1	0	0	120s	100	1	903
r	375	595	1	1	0	0	120s	100	1	903
r	377	632	1	1	0	0	120s	100	1	903
r	377	632	1	1	0	0	120s	100	1	903
r	374	674	1	1	0	0	120s	100	1	903
r	374	674	1	1	0	0	120s	100	1	903
r	374	701	1	1	0	0	120s	100	1	903
r	374	701	1	1	0	0	120s	100	1	903
r	404	702	1	1	0	0	120s	100	1	903
r	404	702	1	1	0	0	120s	100	1	903
r	406	563	1	1	0	0	120s	100	1	903
r	406	563	1	1	0	0	120s	100	1	903
r	438	563	1	1	0	0	120s	100	1	903
r	438	563	1	1	0	0	120s	100	1	903
r	437	591	1	1	0	0	120s	100	1	903
r	437	591	1	1	0	0	120s	100	1	903
r	440	631	1	1	0	0	120s	100	1	903
r	440	631	1	1	0	0	120s	100	1	903
r	441	674	1	1	0	0	120s	100	1	903
r	441	674	1	1	0	0	120s	100	1	903
r	440	704	1	1	0	0	120s	100	1	903
r	440	704	1	1	0	0	120s	100	1	903
// boss1										
r	579	376	1	1	0	0	120s	100	1	903
r	573	367	1	1	0	0	120s	100	1	903
r	573	355	1	1	0	0	120s	100	1	903
r	579	343	1	1	0	0	120s	100	1	903
r	593	344	1	1	0	0	120s	100	1	903
r	604	355	1	1	0	0	120s	100	1	903
r	611	368	1	1	0	0	120s	100	1	903
r	598	381	1	1	0	0	120s	100	1	903
r	584	365	1	1	0	0	120s	100	1	903
r	580	356	1	1	0	0	120s	100	1	903
r	585	348	1	1	0	0	120s	100	1	903
r	596	353	1	1	0	0	120s	100	1	903
r	588	358	1	1	0	0	120s	100	1	903

g	596	332	1	1	0	0	1800s	100	1	5008
//quest NPC
m	592	331	0	0	0	0	1m	100	1	20352
